,AAPL US Equity,,,,,MSFT US Equity,,,,,GOOGL US Equity,,,,,AMZN US Equity,,,,,TSLA US Equity,,,,,CSCO US Equity,,,,,ADBE US Equity,,,,,INTU US Equity,,,,,VRSN US Equity,,,,,PYPL US Equity,,,,,MDLZ US Equity,,,,,AMGN US Equity,,,,,GILD US Equity,,,,,MRNA UW Equity,,,,,REGN US Equity,,,,,JPM US Equity,,,,,GS US Equity,,,,,V US Equity,,,,,AXP US Equity,,,,,IBM US Equity,,,,,HSBA LN Equity,,,,,BARC LN Equity,,,,,LLOY LN Equity,,,,,STAN LN Equity,,,,,SDR LN Equity,,,,,HL/ LN Equity,,,,,LSEG LN Equity,,,,,BATS LN Equity,,,,,ULVR LN Equity,,,,,TSCO US Equity,,,,,SBRY LN Equity,,,,,MKS LN Equity,,,,,BA US Equity,,,,,DTE GR Equity,,,,,TTE FP Equity,,,,,ABI BB Equity,,,,,NOKIA FP Equity,,,,,BNP FP Equity,,,,,SAN FP Equity,,,,,ALV GR Equity,,,,,EXPN LN Equity,,,,,ITRK LN Equity,,,,,EZJ LN Equity,,,,,AUTO LN Equity,,,,,SGRO LN Equity,,,,,UTG LN Equity,,,,,LAND LN Equity,,,,,BND US Equity,,,,,UKAB3YAC Index,UKX Index,,,,,SPX Index,,,,
27/06/2022,141.66,142.695,143.49,140.965,70207908,270.41,271.71,273,269.61,17372341,117.194,116.762,118.571,116.6,26107740,121.18,122.61,123.75,120.75,64926594,241.8667,240.0867,249.9633,239.1767,76210620,44.92,45.45,45.63,44.88,16263801,428.84,430.54,433.75,426.42,1790134,414.46,415.34,420.18,412.359,1335070,177.21,178.5,180.42,176.5225,385509,87.51,88.32,89.32,86.89,9129602,62.62,63,63.16,62.51,3861217,245.48,246.66,246.88,243.58,2353914,62.38,62.24,62.99,62.11,7248314,148.53,147.47,152.66,146.75,1428903,607.76,617.99,622.84,605.33,566955,128,129,129.45,126.9,8422110,314.68,318.34,319.545,312.8,1438114,213.5,213.76,215.57,212.83,3646279,165.96,166.75,168.64,165.19,2313907,140.83,142.07,142.8,140.15,3005666,520.2,523.1,526,517.1,19946427,168.56,168.54,169.62,167.38,40935967,45.935,45.59,46.1,45.375,115137968,612.8,623.6,623.6,609,5183154,479.06,497.08,497.08,479.06,2241107,827.8,840.2,842.6,822,730541,7098,7144,7144,6932,545292,3566.5,3554,3612.5,3554,3067787,3677.5,3719.5,3719.5,3656,3024461,198.35,200.22,202.29,197.41,836023,222.4,222.1,224.4,220.2,9615872,148.25,149.2,150.15,146.25,3739615,139.63,139.13,142.206,138.44,5833696,18.59,19.18,19.238,18.416,12181484,56.52,55.99,56.64,55.81,6888933,51.95,52.45,52.51,51.65,1147871,4.69,4.7285,4.7285,4.6705,125329,52.08,52.1,52.32,51.48,3029462,99.11,100.48,100.5,98.85,1816994,192.3,197.12,197.12,191.12,1288731,2539,2582,2583,2533,1165283,4490,4585,4585,4467,257292,478.5,492.7,496.9,462.3,6204602,570.8,577.8,580.2,567.6,1784457,1068.5,1095,1095.5,1068.5,2364993,1135,1149,1154,1125,419255,762.6,775,775.6,759.8,10798772,75.65,75.8,75.93,75.645,3778322,3000,7593,7598.93,7616.22,7550.65,659176380,4115.77,4147.12,4160.14,4107.2,494409660
28/06/2022,137.44,142.13,143.422,137.325,67315328,264.79,267.78,272.7081,264.63,26439728,114.836,116.328,118.299,114.776,25797960,116.15,119.99,121.3,116.1,67029842,239.7067,249.34,255.5466,239.3267,96491307,44.26,44.83,45.27,44.24,18417690,426.42,424.17,436.04,423.48,2572418,400.55,409.55,414.42,400.11,1186291,173.61,176.92,177.86,173.46,571765,84.11,86.81,88.13,84.07,11771458,61.23,62.44,63.02,61.2,7124602,241.75,244.72,246.72,241.44,2695187,61.18,62.26,62.665,61.1499,5242250,134.04,148.07,148.54,134.01,2273157,575.48,605.11,605.9,575.39,939736,125.31,127.37,128.1,125.27,13565478,304.22,313.56,314.144,304.02,2897621,206.11,212.59,213.71,206.02,5140550,160.98,166.22,166.57,160.93,2274633,137.96,140.15,141.04,137.93,3592551,511.8,516.6,520.5,510.9,17810379,165.92,167.22,169.64,165.42,39896585,44.79,45.63,46.2,44.79,138590889,596.8,609.6,613,595.2,6799122,472.6,477.36,480.08,471.24,1458477,811.4,822.2,828.8,810.8,1005329,7110,7078,7122,7044,385044,3496,3575,3607,3492.5,4435018,3638,3666.5,3703,3621,2289612,201.65,196.8,204.68,196.195,1141921,209.4,213.5,213.9,207.6,11807226,144.1,147,147,142.85,4481270,133.73,139.35,139.66,133.7,6018982,18.476,18.538,18.678,18.474,7198802,55.71,56.77,57.41,55.71,6628185,50.81,51.5,51.52,50.59,1455638,4.625,4.6745,4.69,4.62,114695,51.19,51.85,52.57,50.95,2837990,98.26,99.08,99.38,97.92,1863088,188.54,190.8,191.88,188.54,1088373,2487,2526,2532,2480,1108512,4448,4470,4471,4423,238003,467.3,476.9,480.5,465.6,3240510,558.4,565.4,566.6,558,1888301,1038.5,1063,1063,1033.5,3203561,1113,1129,1139,1101,616086,752.6,760.6,765.2,747.6,1428351,75.55,75.6,75.7,75.51,4828628,3000,7476.21,7593,7593,7472.29,685844973,4017.82,4101.65,4119.1,4017.17,576523171
29/06/2022,139.23,137.46,140.67,136.67,66242411,252.99,260.58,260.58,252.53,31445841,111.162,112.445,113.279,110.366,41481840,109.65,113.415,114.5,109.05,87412245,232.23,235.1567,239.5,227.9133,98090898,43.49,43.8,43.99,43.29,20267053,393.84,412.9,413.96,390.185,4407524,381.22,390.4,393.4,378.84,2197349,169.1,172,172.06,168.4858,504068,79.3,80.43,81.46,78.25,19130861,60.8,60.51,61.31,60.04,8265560,240.01,240.02,242.08,237.4,2910921,60.74,60.58,61.1772,60.31,8155716,127.12,133.16,134.48,124.54,2412573,571.81,570.96,577.81,566.77,837890,119.55,122.59,123.4,119.32,12951760,287.02,296.99,298.65,286.85,3870276,199.51,201.65,203.42,199.18,5163771,154.42,157.26,157.875,154.36,2733681,136.19,137.8,137.8,135.25,4661716,499.1,511,512.1,497.8,20080267,159.8,164.92,165.76,159.48,45540757,43.7,44.52,44.89,43.375,177368988,581.8,597.4,601.2,576.4,6343943,458.32,466.82,469.88,457.3,1447330,790,801.4,817.6,790,1462682,7052,7068,7082,6974,371390,3493,3478.5,3502,3457,3221486,3639.5,3623,3644.5,3586.5,2454601,195.3,199.4,200.07,194.66,977305,213.3,208.5,214.7,208.5,8411330,140.15,142.9,143.45,139.8,3743471,127,130.27,132.195,126.85,7776856,18.178,18.416,18.574,18.08,11638421,54.5,55.76,55.94,54.5,7594810,49.515,50.08,50.39,48.495,2194345,4.4845,4.61,4.6245,4.4765,225997,48.6,50.71,50.8,48.25,4828542,96.87,98.17,98.59,96.44,2319456,183.26,188.6,189.72,182,1858724,2423,2467,2467,2410,1194995,4377,4417,4421,4331,196163,452.2,462.1,463.3,448.9,4012743,552.6,553.6,555.8,547,2192825,1013.5,1028,1032,1009.5,3007245,1083,1100,1104,1077,689561,744.4,749,751,737.8,1672149,74.91,75.26,75.42,74.76,14690802,3000,7317.52,7476.21,7476.21,7294.2,849430457,3900.86,3974.39,3974.39,3900.16,701847225
30/06/2022,136.72,137.25,138.37,133.774,98964467,242.26,245.11,249.0242,241.53,46135788,106.393,106.787,108.792,106.119,47251920,103.67,104.19,106.54,101.86,99277742,215.7367,223.1667,226.6333,214.6833,102767262,43.24,43.06,43.84,42.89,29050816,371.65,377.36,385.65,371.085,4724765,363.99,368.29,372.99,361.76,2191421,162.67,165.12,166.29,161.99,668592,73.72,76.03,78.13,73.46,19674409,59.2,60.2,60.3,58.965,8704135,236.77,237.94,239.05,235.99,4462367,59.15,60.06,60.43,58.9,9646100,117.13,123,124.75,115.64,2439448,549.3,554.66,568.145,547.55,1054969,115.99,116.86,117.95,115.06,16805564,283.32,279,286.42,278.32,4218123,192.26,192.99,195.89,191.08,7119242,146.29,149.86,151.03,145.38,4156526,135.11,133.97,137.57,133.76,6486044,502.9,507,508.2,499.6,25226980,156.08,158.02,159.08,155.16,53981491,42.825,42.995,43.38,42.53,157558570,579.4,583,586.4,575.4,4863069,448.46,455.94,457.3,445.06,1409718,783.4,780.4,795.6,778.6,1075306,6866,6972,7112,6840,542975,3470.5,3489,3498.5,3408,3557082,3628.5,3630.5,3662.5,3598,2819915,192.03,190,194.305,188.56,1243345,204.9,213,213.7,204.4,10160551,137.15,141,141,135.15,6336464,115.86,123,123.25,114.14,16778494,17.726,17.97,18.096,17.686,11470582,53.35,53.57,54.45,52.92,7799410,49.31,48.82,49.99,48.8,1901569,4.4315,4.4245,4.5015,4.401,212870,46.67,47.485,47.81,46.37,5468632,95.87,96,96.78,95.03,2505021,182.38,180.58,183.88,179.62,1523762,2378,2385,2404,2370,5173980,4266,4335,4351,4226,282915,423.2,445,445,420.3,6172334,533,543.2,546.8,530.8,2261147,979.2,1008.5,1009.5,973.6,2416575,1044,1064,1074,1016,682184,728,735.8,738.6,720.8,1515519,73.7,74.21,74.25,73.37,11255361,3000,7205.81,7317.52,7317.52,7174.02,845688526,3749.63,3838.15,3838.15,3734.3,844701200
01/07/2022,138.93,136.04,139.04,135.66,71051552,244.49,243.86,245.74,241.51,28651487,106.715,106.535,107.925,105.8,33706260,102.31,104.19,104.88,101.43,69728761,220.89,218.2867,226.33,211.7367,97988796,42.91,43.63,43.7,42.57,22499137,370.82,371.44,376.89,367.31,3197215,364.78,366.81,371.11,359.84,1401531,161.18,163.27,164.035,159.94,519116,72.46,74.3,75.08,71.455,19289260,58.47,59.515,59.6,57.82,7096704,235.7,236.97,238.7,233.435,3020894,57.79,58.37,59.84,57.165,10073752,121.56,117.26,123.15,115.95,1737118,548.35,555.12,557.62,538.01,755015,114.06,115.55,117.32,113.22,13357912,282.54,284.33,289.184,281.3,2487935,193.52,192.72,194.34,191.75,6441168,144.6,145.95,147.4,143.25,3574754,135.72,135,136.9501,134.86,4607785,520.4,515.5,523.2,512.3,30188139,156.76,157.66,159.34,154.26,57729684,43.37,42.82,44.085,42.79,145771797,599.6,589.6,606.4,588,13190148,446.42,451.86,452.2,443.36,1051794,771.8,792,795.2,771.8,761739,6738,6894,6966,6710,572543,3504.5,3470.5,3516.5,3459.5,2779317,3609.5,3637.5,3651.5,3601.5,3130056,192.17,196.19,197.4,190.94,1321343,203.3,205.2,205.2,201.7,6293419,134.75,135.5,139.05,134.1,5173702,122.16,116.65,122.19,113.02,17549811,17.81,17.896,18.056,17.74,9442528,54.08,53.82,54.96,53.27,6886090,48.82,49.845,49.93,48.66,1864190,4.516,4.55,4.602,4.4865,252079,47.335,47.5,47.95,46.585,3826672,94.15,96.2,96.91,94.15,2119198,182.06,183.66,185.2,181.1,1209419,2323,2408,2416,2298,1326369,4233,4288,4301,4154,391533,410.1,428.2,437,408.2,5149303,513.4,539,539,513.4,2617110,954.8,981.6,981.8,951.4,2982625,1059,1044,1069,1038,931410,731.6,734.6,739.2,723.8,1430797,73.3,73.91,74.01,73.2,9530137,3000,7187.46,7205.81,7271.85,7135.15,813657875,3735.48,3763.52,3778.18,3705.68,709747806
05/07/2022,141.56,137.77,141.61,136.93,73429641,251.76,248.31,255.3,246.42,33111729,109.765,108.545,111.423,107.67,39698180,107.67,103.86,109.06,103.53,85011060,233,220.9167,235.6633,218.15,119131935,43.8,43.37,44.425,43.0999,22525083,376.92,376.03,382.75,368.5,3664477,378.54,370.39,386.79,368.47,1830498,163.88,163.79,170.305,161.47,647486,75.83,73.47,77.1,72.39,17165614,59.04,58.94,59.88,58.29,9212371,235.58,236.53,237.26,231.98,3076707,58.39,57.99,58.97,57.71,6498135,128.53,122.44,131.38,122.44,2302245,561.19,554.03,570.455,552.36,766678,115.41,115.62,116.95,113.1683,14083548,290.07,287.16,294.48,284.17,2725792,196.16,195.98,198.83,192.23,6490000,146.22,146.69,147.885,143.44,3327823,137.06,136.01,138.45,135.58,4606887,530.6,525,537.3,525,23967116,160.76,157.84,162.92,157.34,44307184,44.065,43.94,44.8,43.94,152459930,610.8,605,619.2,602,5332629,465.46,462.4,467.16,450.5,2098271,789.6,785,794.8,779.2,638424,7088,6930,7196,6916,659425,3563.5,3533.5,3601,3520.5,2825764,3627,3659.5,3694,3614,3114987,196.13,192.03,198.96,192.02,1042260,209.8,204.2,211.1,203.8,7509174,139.05,136.5,140.45,135.2,6175010,133.72,124.35,134.99,123.83,25997847,18.134,17.91,18.178,17.824,9714830,53.53,54.28,54.4,53.06,7704110,50.42,49.485,51.06,49.375,2058632,4.5455,4.55,4.58,4.52,157090,48.285,49.475,49.51,48.135,3914498,93.95,94.33,94.98,93.31,2081737,187.24,183.04,188.78,182.64,1612885,2351,2352,2372,2321,1226703,4252,4243,4282,4216,262932,425,414.9,431.1,411.4,5016586,522,518.4,523.4,512.6,2769152,963,964.4,966.2,950.8,3186218,1094,1074,1096,1070,863571,744.6,740.8,752.2,737.4,1604605,74.14,73.85,74.19,73.5,9098550,3000,7273.41,7187.46,7313.7,7186.5,718182805,3789.99,3764.05,3837.56,3722.3,818290184
06/07/2022,142.92,141.355,144.12,141.08,74064254,244.97,245.98,247.4174,243.02,33169160,106.034,107.221,108.648,105.138,51684960,103.66,104.47,104.58,102.01,82186301,213.1,222.7367,225.1667,208.6933,107390700,43.32,42.81,43.4099,42.81,27049015,365.08,369.37,376.12,360.9,5775295,359.63,365.46,370.4,355.22,2106231,156.51,160.11,160.8,155.57,1155496,71.23,73.33,74.065,70.71,14404309,58.61,58.4,59.1791,57.99,7999195,230.71,233.6,234.54,229.593,4102741,57.72,57.66,58.135,57.2,9482242,121.08,124.29,125.08,118.06,1964058,556.75,549.69,559.31,546.93,796774,113.43,113.86,114.2593,111.87,16724855,284.98,282.68,286.13,279.15,2777306,189.05,191.41,191.87,187.53,9887176,137.5,142.59,142.6,136.49,4815069,135.67,135.3,136.24,134.39,5386396,511.6,528.2,531.5,510.5,24113159,153.64,160.22,160.24,153.46,48448709,42.24,43.875,44.12,42.155,219669141,593.2,607.4,611.2,591,5675773,451.52,462.74,462.74,447.1,1960571,762.6,785.4,787.6,760,858535,7254,7072,7272,7058,896823,3440,3531.5,3544,3419.5,3725107,3553.5,3603,3624.5,3531.5,3674892,190.64,193.06,193.58,189.305,1284547,207.7,209.5,209.5,205.2,6121947,132.5,137.25,137.9,129.6,9263408,133.36,131.7,135.34,131.26,19543638,17.74,18.076,18.086,17.734,9074312,51.97,53.55,53.76,51.23,7330449,49,49.97,50.32,48.63,1654558,4.4135,4.5405,4.554,4.4135,141580,47.52,48.22,48.315,47.145,2977303,93.53,93.57,94.21,92.78,1907944,182.8,187.36,187.6,182.46,1216664,2293,2340,2344,2266,1509963,4202,4231,4231,4141,528044,410.1,423.2,424.3,409,6358858,499.5,518.6,518.6,499.5,3417723,975.2,964.2,975.2,951.8,2794144,1093,1081,1095,1067,1522823,722.4,736.6,736.6,717.2,2421784,74.3,73.49,74.32,73.405,8477685,3000,7044.98,7273.41,7273.41,7039.47,914457681,3666.77,3728.18,3728.18,3639.77,893345264
07/07/2022,146.35,143.29,146.55,143.28,66253709,247.65,244.7,250.5,244.03,43084780,107.143,106.034,108.699,105.046,51376520,106.22,102.8,106.98,102.51,99772147,216.76,213.4333,220.9694,213.1967,92641770,43.39,43.36,44.0001,43.24,59678621,360.79,349.24,367.32,338,9475054,369.71,363.05,375.16,362.54,2776218,157.54,156.51,159.2,155.25,1554010,72.9,71.33,73.6599,70.47,17231100,58.8,58.72,59.2,58.1,11416120,234.72,230.13,238.25,229.49,13114518,58.53,57.37,58.79,57.29,13726701,128.03,120.76,128.745,120.2,3988481,580.95,565.61,585.52,561.71,1967606,113.03,113.54,114.63,112.16,30919865,279.79,282.13,286.26,278.15,5234356,190.01,186.93,191.3053,185.91,15089338,144.18,138,145.5604,137.59,10033581,135.02,135.99,136.98,132.85,12968509,508.7,517.4,524.2,507.4,71940160,155.92,155.08,159.02,153.76,61875021,42.26,42.6,43.285,41.965,407167291,583.2,589.2,599.8,580.8,16610706,455.94,453.56,461.38,447.78,4080619,773.6,766.6,784.6,760,2371592,7130,7258,7272,7114,1173422,3435,3467.5,3477.5,3411,8067566,3593,3557,3614.5,3546,8023771,188.73,189.91,192.43,186.16,1970269,205.8,208,209.1,205.8,17187915,138.25,133.85,140.9,131.6,10486226,136.8,132.25,138.98,131.5,16042484,18.104,17.866,18.166,17.79,29972791,49.34,52,52.14,49.34,16928170,49.22,49.115,50.19,48.805,3340939,4.415,4.4175,4.501,4.396,190376,47.74,48.05,49.005,47.465,6469429,94.17,94.42,94.53,93.36,5158684,184,184.56,185.66,181.98,2646755,2285,2294,2335,2280,3081017,4257,4203,4296,4168,957415,437,413.2,441,409.7,8738427,517,501,517.2,499.4,7252858,987,979.2,1006,975,6270943,1088,1101,1120,1074,8686255,730.2,726.2,736.2,720.2,5722518,74.34,74.39,74.49,74.035,4913703,3000,7016.25,7044.98,7130.62,6998.17,1863201940,3674.84,3665.9,3707.71,3636.87,2161936243
08/07/2022,147.04,145.265,147.55,145,64547798,247.65,244.7,250.5,244.03,43084780,107.143,106.034,108.699,105.046,51376520,106.22,102.8,106.98,102.51,99772147,216.76,213.4333,220.9694,213.1967,92641770,43.39,43.36,44.0001,43.24,59678621,360.79,349.24,367.32,338,9475054,369.71,363.05,375.16,362.54,2776218,157.54,156.51,159.2,155.25,1554010,72.9,71.33,73.6599,70.47,17231100,58.8,58.72,59.2,58.1,11416120,234.72,230.13,238.25,229.49,13114518,58.53,57.37,58.79,57.29,13726701,128.03,120.76,128.745,120.2,3988481,580.95,565.61,585.52,561.71,1967606,113.03,113.54,114.63,112.16,30919865,279.79,282.13,286.26,278.15,5234356,190.01,186.93,191.3053,185.91,15089338,144.18,138,145.5604,137.59,10033581,135.02,135.99,136.98,132.85,12968509,537.5,512.5,542.2,511.3,18794532,160.12,156.86,161.16,156.02,27247907,43.745,42.67,44.035,42.5,141534379,604,582.8,609.6,581.2,3934017,457.98,454.92,460.36,452.88,1830789,782,772.6,782,769.2,608097,7078,7112,7174,6982,179729,3515.5,3430.5,3540,3428,1545300,3601,3593,3606,3576,1571136,188.73,189.91,192.43,186.16,1970269,208.4,205.4,209.4,205.1,11978589,141.8,138.65,141.9,137.45,4828472,136.8,132.25,138.98,131.5,16042484,18.492,18.09,18.578,18.03,7817320,50.25,49.42,50.69,49.015,6026167,49.605,49.36,49.84,49.105,798189,4.4615,4.405,4.4905,4.367,82031,48.345,47.7,48.58,47.24,2739853,95.61,94.12,95.61,93.93,1472350,186.42,183.84,186.92,183.08,697838,2296,2289,2319,2280,762671,4206,4256,4265,4179,200504,443.7,427,446.2,418.5,6524984,526.2,519.8,526.2,515.6,1938853,981.2,989.2,998.4,975.8,1338152,1085,1088,1097,1066,474827,722.2,733,735.6,718,874973,74.34,74.39,74.49,74.035,4913703,3000,7121.81,7016.25,7129.64,7016.15,576996635,3674.84,3665.9,3707.71,3636.87,2161936243
11/07/2022,144.87,145.67,146.64,143.78,63305113,253.74,250.255,254.75,249.51,29928297,111.544,108.93,112.489,108.6,47415800,108.68,108.2,111.63,103.56,70901245,237.0367,224.6033,243.5774,224.3333,122792955,44.14,43.805,44.28,43.7,23277880,362.99,355.02,372.795,353.51,5343494,377.43,377.04,383.03,374.4,2019049,160.68,159.79,163.05,159.79,807190,72.37,74.51,75,72.28,14934769,59.82,59.28,60.08,58.29,10582747,238.41,236.84,238.86,233.93,3882258,60.51,59.26,60.58,58.91,9173011,129.99,130.64,134.575,129.67,1528407,587.67,583.44,600.05,583.44,716092,115.83,115.865,117.03,115.04,11680485,284.81,287.77,288.07,282.98,2506349,194.39,195.71,196.73,193.73,6241638,144.76,148.7,148.7,144.16,3518802,137.85,135.9,138.5,135.9,4089272,538.8,533,545.6,531.8,47407592,160.42,160.5,162.54,158.66,57088960,43.445,43.715,44.125,43.365,95756755,615.4,604,621.6,603.4,6218354,455.94,460.7,465.46,455.26,1025947,775,791,796.4,767.2,612552,7166,7012,7182,7000,302389,3497.5,3510.5,3547,3483.5,2071650,3603.5,3596,3615.5,3580,2319684,195.39,191.4,196.73,189.63,1214547,205.1,209,209,205.1,4361110,141.25,143,143.7,141.15,8519533,136.75,139.17,140.94,135.84,10519904,18.28,18.564,18.588,18.228,5394469,50.5,50.19,50.99,49.88,5380452,48.895,49.61,50.02,48.85,1055211,4.5265,4.516,4.576,4.504,80955,49.355,48.23,49.875,48.08,2737509,94.43,95.33,95.93,94.13,1357343,185.08,187,188,184.28,795725,2285,2311,2325,2278,1024002,4288,4223,4288,4215,413270,415.7,442,448.4,411.6,6801650,529.4,526.2,531.8,525,3288617,985,982,989.2,977,2273463,1077,1101,1101,1070,374106,719.2,725.2,731,716,1131252,74,74.115,74.275,73.94,7069896,3000,7152.05,7121.81,7193.9,7119.25,565906420,3764.79,3715.31,3779.65,3715.31,795205668
12/07/2022,145.86,145.76,148.45,145.05,77588759,253.13,251.89,257.17,250.37,25961215,111.488,110.557,113.346,110.382,30774140,108.95,107.43,112.13,107.02,60040131,236.0867,234.5033,246.8333,233.8267,101527260,43.57,43.47,44.115,43.17,19942288,365.33,360.79,372.55,358.223,3168159,380.84,371.77,391.15,371.56,1773518,157.77,159.57,161.03,157.34,1244060,72.97,71.87,74.575,71.3788,13590705,60.28,59.84,60.74,59.63,10349490,240.14,237.17,242.34,236.9,4172902,61.51,60.13,62.05,60.09,9045582,136.07,127.69,139.89,126.6,1865351,586.84,580.72,595.563,580.72,539571,115.18,114.88,116.1999,114.39,9848572,284.54,282.29,286.01,281.04,2464716,193.82,191.25,196.39,191.03,5139086,144.39,142.23,146.35,141.341,3419621,137.08,136.1,138.18,136.03,3791635,533.6,532,537.7,529.7,24024329,161.34,157.66,162.8,157.66,41921074,43.84,42.805,44.425,42.74,141055089,591.4,603,606.8,591.4,6786601,459.68,454.58,462.4,446.76,1333159,791,762.6,791.8,759.4,829435,7338,7160,7354,7088,408247,3479,3502.5,3515.5,3465,3679902,3609.5,3620,3642,3578.5,3287621,192.01,192.82,195.5,191.2675,795139,207.2,205.4,209,204.9,6556063,138.55,139.95,139.95,135.45,7148631,137.16,134.03,138.79,133.28,7717692,18.618,18.136,18.7,18.032,10371017,49.045,49.5,49.68,48.195,6997764,49.505,48.695,49.6,47.965,1391371,4.5005,4.499,4.5005,4.464,68102,49.04,48.385,49.49,47.82,2549010,95.54,93.88,95.54,93.65,1650760,183.44,182.98,184.5,180.72,1075792,2318,2263,2324,2242,1654520,4340,4261,4345,4200,439976,412.3,406,424.4,401.8,5517159,536.6,522.6,538,516.6,2548813,999,981,1008.5,972.4,2304056,1085,1095,1095,1058,634385,717.6,710.6,719.6,705,2000363,74.61,74.64,74.75,74.54,8407610,3000,7089.22,7152.05,7152.05,7030.03,741755803,3759.89,3733.89,3801.79,3717.69,741292745
13/07/2022,145.49,142.99,146.45,142.12,71185560,258.86,255.57,259.37,253.63,25861449,112.242,112.232,112.742,110.501,28361920,112.44,110.39,113,107.93,64345300,235.07,237.905,239.3167,228.6367,104202678,42.93,43.41,43.46,42.715,33801716,376.64,371.71,378.18,367.47,2534343,400.75,387.31,401.48,380.8,2111723,163.89,160.18,164.49,159.69,653624,73.81,73.27,74,71.56,16986787,61.04,60.54,61.4,60.52,6459949,243.09,241.72,244.02,240.91,3229579,62.58,61.89,62.65,61.75,6992853,143.26,135.96,143.63,132.8,1403118,607.39,589.98,609.09,589.98,681946,113.92,115.01,115.18,111.48,11851541,286.17,283.76,286.59,278.93,2547001,196.64,196.14,197.46,193.45,4752787,141.65,144.52,144.63,139.47,3915027,138.44,137.14,138.62,136.5,4547925,526.6,534.3,539.7,525.2,25924534,154.08,159.36,160.42,154.04,50216454,42.31,43.5,43.69,42.31,180490666,576.4,593,593.2,575.4,6203220,454.24,456.62,460.36,451.52,1590153,778.2,791.6,794,767.2,661789,7464,7316,7464,7250,609466,3453,3478.5,3481.5,3416.5,2807352,3626.5,3590,3634,3577.5,2918611,198.78,193.41,198.88,192.25,893812,204.5,206.8,208.5,204.5,5816185,139.05,138.1,140.6,137.65,4100434,133.97,136.42,137.42,130.092,10746906,18.616,18.614,18.886,18.496,11124397,48.095,48.865,49.86,48.085,6561491,49.825,49.265,50.44,49.05,1209960,4.447,4.457,4.479,4.4,130358,46.74,48.96,49.23,46.695,4410938,95.75,95.07,96.34,94.43,2220518,180.54,183.92,184.1,178.14,1449623,2297,2279,2317,2270,2593741,4188,4161,4267,4161,505903,398.4,409.8,418,398.4,5005216,531.2,532,533.8,522.8,1990145,993,992.8,998.4,981.4,2104851,1068,1086,1086,1061,647423,694.2,714.8,716,694.2,1766899,74.97,74.9,75.325,74.88,8542660,3000,7020.45,7089.22,7115.8,7014.19,784567837,3795.73,3774.71,3802.58,3743.52,651222924
14/07/2022,148.47,144.08,148.95,143.25,78140744,267.7,261.808,267.98,261.72,33923231,117.975,112.995,118.079,112.953,41163680,116.46,112.38,116.71,111.43,69867618,245.7067,237.4683,246.0667,236.0867,95770695,44.1,43.44,44.215,43.24,30543781,387.72,380.64,388.06,378.22,3305337,417.62,407.77,419.68,407.33,2633016,169.27,164.55,169.66,163.94,1048424,77.68,74.79,78.66,74.39,29843842,62.65,61.59,62.71,61.32,6571604,245.37,244,246,242.875,4527676,63.08,62.81,63.13,61.85,9207746,144.27,143.98,144.89,138.3,2304676,612.49,612.06,613.15,602.52,818255,117.32,113.23,117.82,112.83,14841090,302.75,291,303.13,290,3984332,205.51,197.73,205.64,197.51,7754785,146.15,141.63,146.27,141,8957200,142.06,139.2,142.37,139.13,11493012,537.3,528.3,537.3,524.5,23135747,158.94,155.08,159.58,153,42211575,43.395,42.4,43.575,42.195,138567317,589.4,577.8,592.2,574.6,4714489,470.56,458.32,470.56,455.94,1166718,804.6,788.8,806.6,783.4,793855,7600,7500,7698,7458,583029,3530.5,3453,3533.5,3429,2923221,3737,3643.5,3754.5,3636,2899400,202.97,199.61,203.53,199.39,1169154,210.8,204.4,210.8,203.6,7578320,144,139,144.2,136.35,18658022,141.53,135.01,141.87,134.95,13626216,18.876,18.73,18.92,18.596,11200801,49.555,47.555,49.785,47.505,6726853,50.81,49.935,50.94,49.935,1433267,4.4965,4.42,4.55,4.379,156853,47.935,47.29,48.26,46.44,3206957,100.56,96.33,100.62,96.07,2833919,182,180.58,182.2,179.14,1316149,2390,2322,2390,2310,1332697,4325,4229,4325,4202,356933,394.9,394.5,400.2,383.3,6654581,550,533.8,552.4,533.8,2471857,1027,1001.5,1028.5,998.4,2306011,1091,1091,1097,1073,973588,716.2,697.6,720,693.8,2121307,74.83,74.855,75.13,74.78,6979043,3000,7208.81,7020.45,7211.07,7016.02,789356013,3911.74,3821.75,3913.65,3821.75,1203366613
